Date,Bankura_temp,Birbhum_temp,Burdwan_temp,Darjeeling_temp,Hooghly_temp,Howrah_temp,Jalpaiguri_temp,Kochbihar_temp,Kolkata_temp,Malda_temp,Medinipur_temp,Murshidabad_temp,Nadia_temp,North-24-Parganas_temp,North-Dinajpur_temp,Purulia_temp,South-24-Parganas_temp,South-Dinajpur_temp
1993-01-01,18.30600768375443,17.634672264603527,18.44294027525372,15.695811852402514,19.31541044528925,19.53118335303667,17.444299665655215,17.810550743546894,19.561180646472536,16.406145757077823,19.238078544748166,17.98162491655253,18.91272782664773,19.014696867944078,16.19582951308267,17.643269723001367,16.60646088739378,17.743548383342404
1993-02-01,20.68862668874611,20.473907582197896,21.157710754466745,15.833193394492232,22.045607036050168,22.245755914251067,17.45622138857017,18.145548738780093,22.300775733928912,18.37472748471785,21.612206403653765,20.51903040274214,21.53646059822035,21.5470388737725,17.40651992753779,19.666540728120577,18.94657720777043,19.02508556374258
1993-03-01,27.5491128167821,27.663618700898933,28.01229445739197,23.87319196315517,28.323744928955627,28.107998263065024,25.429663828754315,25.746900842890124,28.30877500296965,26.425806406079012,27.424878565865306,27.772846728496873,28.158784769409237,26.945536446748587,25.733031481734873,26.58032317507235,22.30067520384414,26.98650606941202
1993-04-01,31.3643639263809,31.65029930177824,31.75345220681052,25.6288987940639,31.58044476791268,31.110722255018253,26.97904216203688,27.651167376972218,31.36565785492453,29.9894998480123,30.51092311527623,31.706247003306466,31.86762708092535,29.695508687875126,28.736450584843702,30.687281729535666,24.12067935392408,30.4035353265386
1993-05-01,31.409611955773105,30.97990072374916,31.161049220763147,25.05403918177364,30.89049344616457,30.617572668114644,26.1028597551922,26.624454769085435,30.71237502386196,28.942144390954635,30.525673982543587,30.267076558639886,30.415390361852857,28.804595765297506,27.879778178454288,31.42748225849238,24.83412728429219,29.102884462479636
1993-06-01,30.94694286008481,31.25353618427597,31.1275911800938,26.895928178847324,30.75536129176582,30.53332254673416,27.904678220263186,28.78597153101861,30.706137949781613,30.420355110786222,30.03430943938186,31.295758444335632,31.15013525915587,29.346840016891186,29.745389496821247,30.635127000092297,24.538065776896246,30.87539980174299
1993-07-01,28.93177555282154,29.06495114909647,29.15417905843428,26.13625890863894,29.19999037989936,29.077529070729433,27.28912290971661,27.888320033188617,29.267820147587734,28.060095124931532,28.44699409270465,28.995522398240798,29.13993674494516,27.842968043408323,27.820533594209486,28.327758931967583,23.66368803178409,28.51858426104422
1993-08-01,28.488365941427634,28.871250982655148,28.950205001562903,27.207613390603065,29.051457694581146,28.9669541317463,28.495288093166582,29.113244782095503,29.115974910161135,28.506879263438822,28.21536274693534,29.246289305733477,29.409690437101485,28.01372737185555,28.644874117774467,27.708209175310053,23.51562322515364,29.26032425326607
1993-09-01,28.39832392531126,28.778168964007563,28.863441588090595,26.63011831466066,28.94820031921951,28.85190961004558,27.914371512812,28.438984914679896,29.010098427762085,28.420170432703053,28.079679376487338,29.15404239404776,29.328350136676804,28.00791257314215,28.37854506909554,27.635787917889097,23.615896730614228,29.216678807706288
1993-10-01,26.72543318914671,27.289319863248043,27.443392642089883,25.34599186229736,27.714422201429933,27.721126816042272,26.58112858684677,26.76386856276955,27.90466642895691,26.643618736587936,26.860598708819282,27.55001518684861,27.887431489770897,26.976179462588465,26.510985745608494,25.864187612579883,22.74503047303412,27.09474613300012
1993-11-01,22.873750427214134,23.38497610747517,23.63151601613692,20.899039836701647,24.158856498177883,24.237270842190572,22.329876406738414,22.784099156118454,24.415939142644604,22.847334849936814,23.475067498130073,24.1408794868405,24.398931777038584,23.791537539980656,22.47596997631412,21.897184537910764,19.958326267375924,23.7641310806246
1993-12-01,18.67682571676076,18.76927190503163,19.166517117113663,16.515390674311718,19.88378545796615,20.105901575755993,18.06060455926319,18.10315757779438,20.21385986280869,17.91126332838412,19.544752094244863,19.082626786632627,19.712549295993174,19.63842155822751,17.499693859861434,18.13430537291695,17.158328813877418,18.956583386096888
1994-01-01,19.585335258705403,18.99215890371528,19.63488308727872,15.891314527706792,20.33461700089977,20.516426757546213,17.7414809938,17.85353185614008,20.5026254117138,17.109697280260352,20.226031254844354,18.860316933104894,19.656905799943214,19.654920629447773,16.627332249493662,19.039341808283158,16.732697589674835,17.876490750997533
1994-02-01,22.793539002829075,23.012925859958816,23.32756867809617,18.60181495221089,23.754176839748848,23.730305985303026,20.44373566806818,20.971309158789317,23.90217056084486,21.487011456432327,23.12356216273095,23.004253642593817,23.6517496399252,22.966925165446654,20.571685165929352,21.987751851379226,18.929518337224383,22.212849344712687
1994-03-01,26.06892877631064,25.86262383679158,26.33141756161038,20.3288625943118,26.71188370155452,26.53241718904147,21.91875859078678,22.442305650183695,26.70013842158731,23.842546520709398,26.106110927482817,25.61885864014349,26.147486894263952,25.260648808714592,22.751824540954036,25.371743134236322,22.255242208839867,24.155764398709064
1994-04-01,29.78066608799569,29.66759959643856,29.81714146589043,24.13952457675674,29.592671815794223,29.166182029002506,25.563177827779704,25.978278263195445,29.322666433528557,27.852438225182468,29.005577836244143,29.355898206121918,29.515936790543726,27.563581073735577,26.76809883495442,29.4406015735456,24.09484161003173,28.14136596278778
1994-05-01,31.84212646229158,31.101823431604245,31.30536216752433,25.473674627772432,30.86204386888373,30.511251466025247,26.616437393652856,26.782205156323982,30.60392000683133,28.581676432605747,30.632585099103167,30.12128228798448,30.33326558839577,28.592386570897382,27.657064378126854,32.18962375877613,24.7739544511096,28.476806387932132
